Dato,Tid,Globalstraling,Solskinstid,Lufttemperatur,"Relativ luftfuktighet",Vindretning,Vindstyrke,Lufttrykk,Vindkast
2023-04-10,05:50,9999.99,9999.99,9.3,60,131,8.3,1009.3,13.4
2023-04-10,06:00,9999.99,9999.99,8.9,63,131,8.2,1009,14.6
2023-04-10,06:10,9999.99,9999.99,8.3,66,130,8.1,1009.1,12.8
2023-04-10,06:20,9999.99,9999.99,8.2,69,132,6.6,1009,11.3
2023-04-10,06:30,9999.99,9999.99,8.1,70,132,6.3,1008.8,10.4
2023-04-10,06:40,9999.99,9999.99,8.3,70,132,6.4,1008.6,10.7
2023-04-10,06:50,9999.99,9999.99,8.2,70,133,6.9,1008.3,11.9
2023-04-10,07:00,9999.99,9999.99,8,71,126,8.6,1008.3,14.3
2023-04-10,07:10,9999.99,9999.99,8.3,70,127,8.1,1008.3,14
2023-04-10,07:20,9999.99,9999.99,8.1,70,133,7.4,1008.1,12.5
2023-04-10,07:30,9999.99,9999.99,8,71,131,7.2,1007.9,15.2
2023-04-10,07:40,9999.99,9999.99,8,72,126,6.5,1007.8,10.4
2023-04-10,07:50,9999.99,9999.99,8.3,70,131,6.9,1007.4,11.6
2023-04-10,08:00,9999.99,9999.99,8.8,67,129,6.8,1007.6,11.3
2023-04-10,08:10,9999.99,9999.99,9.1,65,131,7.2,1007.4,12.2
2023-04-10,08:20,9999.99,9999.99,9.4,63,134,6.3,1007.3,12.2
2023-04-10,08:30,9999.99,9999.99,9.4,61,138,8.9,1006.9,15.8
2023-04-10,08:40,9999.99,9999.99,9.5,61,134,7.3,1006.9,14.6
2023-04-10,08:50,9999.99,9999.99,9.5,61,132,7.2,1006.8,11.9
2023-04-10,09:00,,9999.99,9.9,59,133,7.8,1006.3,15.8
2023-04-10,09:10,9999.99,9999.99,9.9,59,139,8.7,1006.3,15.8
2023-04-10,09:20,9999.99,9999.99,10,58,133,8,1006.1,13.7
2023-04-10,09:30,9999.99,9999.99,10.1,58,133,8.4,1005.8,14.9
2023-04-10,09:40,9999.99,9999.99,10.2,,135,9.4,1005.8,14.6
2023-04-10,09:50,9999.99,9999.99,10.2,57,137,10.1,1005.2,17.6
2023-04-10,10:00,9999.99,9999.99,10.3,56,136,9.3,1005.6,14.3
2023-04-10,10:10,9999.99,9999.99,10.4,56,135,9.7,1005.1,16.4
2023-04-10,10:20,9999.99,9999.99,10.5,55,135,9.9,1005.1,15.5
2023-04-10,10:30,9999.99,9999.99,10.6,54,133,9.6,1004.9,14
2023-04-10,10:40,9999.99,,10.9,54,131,8.6,1004.6,13.4
2023-04-10,10:50,9999.99,9999.99,10.9,52,140,8.8,1004.2,14
2023-04-10,11:00,9999.99,9999.99,11.1,51,137,8.4,1004.1,13.1
2023-04-10,11:10,9999.99,9999.99,11.1,50,138,9.3,1003.9,16.1
2023-04-10,11:20,9999.99,9999.99,11,50,132,10.4,1003.9,16.7
2023-04-10,11:30,9999.99,9999.99,11,49,135,11.2,1003.7,16.7
2023-04-10,11:40,226.9,0,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99
2023-04-10,11:50,269.1,0,11,49,135,9.9,1003.6,14.6
2023-04-10,12:00,254.8,0,11.2,47,134,9.3,1003.6,14.6
2023-04-10,12:10,249.8,0,11.1,,135,9.6,1003.2,14.9
2023-04-10,12:20,254.5,0,11.2,47,135,10.2,1003.1,16.1
2023-04-10,12:30,268.4,0,11.3,47,132,9.9,1003.1,14.3
2023-04-10,12:40,258.9,0,11.3,46,135,10.9,1002.2,17.6
2023-04-10,12:50,283.6,0,11.3,46,134,11,1002.6,17
2023-04-10,13:00,265.5,0,11.3,46,131,10.9,1001.7,17.9
2023-04-10,13:10,224.8,0,11.4,46,140,10.4,1001.5,17.6
2023-04-10,13:20,210,0,11.3,46,138,11.6,1001.7,17.3
2023-04-10,13:30,197.1,0,11.1,46,139,12.5,1001.7,20
2023-04-10,13:40,208.5,0,11,47,136,11.6,1001.5,18.5
2023-04-10,13:50,180.1,0,11.1,48,137,11.6,1001,17
2023-04-10,14:00,120.5,0,11,48,139,12.1,1001.2,19.4
2023-04-10,14:10,127.4,0,11,49,134,11.4,1000.7,17
2023-04-10,14:20,164,0,11,48,140,12.8,1000.9,19.7
2023-04-10,14:30,166.1,0,11.1,48,139,11.4,1000.7,17.3
2023-04-10,14:40,139,0,11.2,47,139,,1000.4,17.3
2023-04-10,14:50,111.9,0,11.2,46,142,12,1000.4,17.6
2023-04-10,15:00,124.2,0,11.3,46,140,9.9,1000.2,18.2
2023-04-10,15:10,114.7,0,11.4,46,139,10.1,1000,17.9
2023-04-10,15:20,120.5,0,11.4,46,141,11.5,999.9,19.4
2023-04-10,15:30,146.3,0,11.4,46,137,,998.7,19.7
2023-04-10,15:40,116.5,0,11.4,46,140,10.7,998.8,23
2023-04-10,15:50,87.6,0,11.4,46,139,11.1,999,22.4
2023-04-10,16:00,62.9,0,11.4,45,137,8.9,999.2,13.7
2023-04-10,16:10,46.7,0,11.5,45,142,9.4,999,16.7
2023-04-10,16:20,47.9,0,11.5,44,142,11.3,999,19.4
2023-04-10,16:30,41.1,0,11.4,45,140,8.5,998.7,14.6
2023-04-10,16:40,34,0,11,48,137,11,998.8,17.3
2023-04-10,16:50,29.9,0,11.2,47,137,10.9,998.5,19.1
2023-04-10,17:00,22.2,0,11.2,47,139,10.4,998.3,18.2
2023-04-10,17:10,22.1,0,11.2,48,135,10,998.2,15.8
2023-04-10,17:20,15.1,0,11.2,47,139,10.2,998,18.2
2023-04-10,17:30,10.9,0,11.1,48,138,10.2,997.3,16.7
2023-04-10,17:40,11.3,0,10.9,50,139,11,997.8,17.6
2023-04-10,17:50,9,0,10.8,52,136,9,997.5,16.4
2023-04-10,18:00,7.9,0,10.7,52,135,10.3,997.7,16.7
2023-04-10,18:10,9,0,10.5,54,132,9.9,997.8,17.6
2023-04-10,18:20,7.3,0,10.4,55,134,10.2,997.7,17
2023-04-10,18:30,5,0,10.4,54,137,11.6,997.7,18.2
2023-04-10,18:40,3.8,0,10.5,53,133,11.6,997.7,17.6
2023-04-10,18:50,1.7,0,10.5,53,137,11.2,997.2,17
2023-04-10,19:00,1.1,0,10.5,52,135,9.8,997.2,15.8
2023-04-10,19:10,0.7,0,10.6,52,135,9,997,14
2023-04-10,19:20,0.7,0,10.8,51,138,8.8,996.7,14
2023-04-10,19:30,0.7,0,10.9,50,135,8.7,996.8,12.8
2023-04-10,19:40,0.3,0,10.9,49,135,9,996.7,14.3
2023-04-10,19:50,0,0,10.9,50,140,10.4,996,15.2
2023-04-10,20:00,-0.1,0,10.9,51,139,10.3,996.3,15.2
2023-04-10,20:10,-0.5,0,10.7,52,134,9.6,996.2,13.7
2023-04-10,20:20,-0.8,0,10.4,55,139,8.9,995.6,15.5
2023-04-10,20:30,-0.7,0,10.3,56,135,8.2,995.8,15.2
2023-04-10,20:40,-0.7,0,10,58,138,9.1,995.5,14.3
2023-04-10,20:50,0.3,0,10.1,56,139,10.1,995.1,15.8
2023-04-10,21:00,0.8,0,10.1,56,133,8,995.1,14.9
2023-04-10,21:10,0.7,0,10.3,56,132,5.1,995,10.7
2023-04-10,21:20,0.3,0,10.5,55,122,5.5,994.6,10.4
2023-04-10,21:30,0.2,0,10.4,54,122,4.5,994.5,7.8
2023-04-10,21:40,0.7,0,10.3,54,112,4.9,994.1,8.4
2023-04-10,21:50,0.9,0,10.5,52,113,5.1,994.1,7.8
2023-04-10,22:00,0.8,0,10.7,52,110,5.7,993.8,9.6
2023-04-10,22:10,-0.6,0,10.6,52,111,4.9,993.5,9.3
2023-04-10,22:20,-0.7,0,10.5,53,118,3.7,993.3,7.8
2023-04-10,22:30,-0.3,0,10.5,52,118,,993.1,8.1
2023-04-10,22:40,-1.1,0,10.6,52,113,3.9,992.8,6.9
2023-04-10,22:50,-0.8,0,10.6,52,118,3.6,992.4,5.7
2023-04-10,23:00,0.6,0,10.9,50,119,4.2,992.3,9
2023-04-10,23:10,0.8,0,10.9,50,110,5.5,992.1,10.2
2023-04-10,23:20,0.8,0,11,49,112,5.2,991.8,7.8
2023-04-10,23:30,0.5,0,10.9,49,114,6,991.6,11.3
2023-04-10,23:40,0.5,0,10.9,49,116,4.1,991.4,6.6
2023-04-10,23:50,0.7,0,11.1,48,112,6.1,991.1,11.3
2023-04-11,00:00,0.7,0,11.1,47,111,5.8,990.8,9.9
2023-04-11,00:10,0.5,0,11.1,47,110,6.5,990.3,10.4
2023-04-11,00:20,0.6,0,11.3,46,114,7.2,990.1,11.6
2023-04-11,00:30,0.4,0,11.2,46,123,7.2,990.3,11.9
2023-04-11,00:40,0.3,0,11.4,46,122,5.4,989.8,8.1
2023-04-11,00:50,0.4,0,11.4,46,119,6.3,989.6,10.2
2023-04-11,01:00,0.4,0,11.4,46,124,5.5,989.2,8.4
2023-04-11,01:10,0.6,0,11.7,45,108,6.1,989.1,9.3
2023-04-11,01:20,0.9,0,11.9,44,116,6.9,988.7,14.3
2023-04-11,01:30,0.5,0,11.5,44,114,6.8,988.7,10.4
2023-04-11,01:40,0.5,0,11.7,44,115,7,988.6,12.5
2023-04-11,01:50,-0.1,0,11.7,45,113,6.6,988.4,10.7
2023-04-11,02:00,-1.7,0,11.3,47,110,5.2,988.6,10.2
2023-04-11,02:10,-1.8,0,11.1,49,114,5.3,988.4,9.6
2023-04-11,02:20,-1.3,0,10.9,51,118,6.3,988.4,9.6
2023-04-11,02:30,-0.6,0,10.9,50,108,5.6,988.4,9.9
2023-04-11,02:40,0.1,0,,50,123,5.3,988.2,9.3
2023-04-11,02:50,-0.2,0,10.9,50,120,5.5,988.2,8.1
2023-04-11,03:00,-0.5,0,10.7,52,116,4.6,988.2,7.2
2023-04-11,03:10,-0.4,0,10.9,51,126,5.8,988.4,9.3
2023-04-11,03:20,-1.6,0,10.6,52,122,5.5,988.4,9.6
2023-04-11,03:30,-1.1,0,10.1,56,116,5.5,988.2,9.6
2023-04-11,03:40,-1.7,0,9.8,58,113,7,988.1,9.9
2023-04-11,03:50,-1.2,0,9.7,60,110,6,988.1,9.6
2023-04-11,04:00,-0.8,0,9.6,59,117,5.9,988.1,9
2023-04-11,04:10,-0.2,0,9.7,60,116,5.6,988.1,8.4
2023-04-11,04:20,0.8,0,10.1,56,115,6.4,987.7,10.7
2023-04-11,04:30,1.4,0,10.2,55,101,7.4,987.9,10.4
2023-04-11,04:40,2.1,0,10.1,56,112,7.8,987.7,13.1
2023-04-11,04:50,4.1,0,9.8,58,115,6.9,987.9,11.6
2023-04-11,05:00,3.6,0,9.5,60,118,5.7,987.9,9.9
2023-04-11,05:10,5.4,0,9.5,60,129,6,988.2,9.3
2023-04-11,05:20,9.2,0,9.6,60,113,5.5,988.1,9.9
2023-04-11,05:30,10.2,0,9.5,60,113,6.9,987.9,9.9
2023-04-11,05:40,9.7,0,9.5,61,110,6.9,988.1,10.4
2023-04-11,05:50,20.3,0,9.2,62,108,7.4,987.6,11.3
2023-04-11,06:00,31.1,0,9.5,60,102,8.7,987.9,13.7
2023-04-11,06:10,35,0,9.6,59,105,7.1,987.7,11
2023-04-11,06:20,48.6,0,9.9,58,106,6.9,987.7,11
2023-04-11,06:30,48.8,0,9.9,57,109,5.8,988.1,10.7
2023-04-11,06:40,63.2,0,9.8,57,105,6,987.9,10.2
2023-04-11,06:50,79.2,0,9.7,56,96,6.6,987.9,9.9
2023-04-11,07:00,77.1,0,9.8,56,97,6.1,988.1,9.9
2023-04-11,07:10,80.2,0,9.8,55,94,6,987.9,9
2023-04-11,07:20,93.1,0,10.2,53,97,5.9,987.9,8.7
2023-04-11,07:30,108.8,0,10.3,53,104,5.6,988.1,8.1
2023-04-11,07:40,103.1,0,10.1,54,105,5.4,988.2,8.1
2023-04-11,07:50,131.1,0,10.1,53,106,5.3,988.1,8.7
2023-04-11,08:00,95.8,0,10.2,53,95,5.3,988.2,9
2023-04-11,08:10,68.9,0,10.1,53,86,4.2,988.4,7.5
2023-04-11,08:20,66.2,0,10.4,52,99,3.2,988.6,6
2023-04-11,08:30,65.5,0,10.3,53,124,2.5,988.6,5.4
2023-04-11,08:40,99.7,0,10.5,52,115,3,988.6,6.3
2023-04-11,08:50,148.8,0,10.4,52,107,3.8,988.6,6.9
2023-04-11,09:00,181.6,0,10.6,52,113,3.9,988.6,6.3
2023-04-11,09:10,215.8,0,10.8,51,125,2.6,988.6,4.2
2023-04-11,09:20,242.9,0,10.9,50,130,2.8,988.6,5.4
2023-04-11,09:30,193.8,0,11,49,133,3.4,988.6,7.2
2023-04-11,09:40,149.8,0,11,48,143,4.9,988.7,8.1
2023-04-11,09:50,181.1,0,10.9,52,135,3.7,988.9,6.3
2023-04-11,10:00,214.4,0,10.8,53,165,3.7,988.9,6.3
2023-04-11,10:10,212,0,10.3,63,194,1.9,988.9,5.4
2023-04-11,10:20,196.9,0,10.3,59,120,2.6,989.1,4.8
2023-04-11,10:30,215.1,0,9.9,64,109,3.1,989.1,4.2
2023-04-11,10:40,206.6,0,10.1,64,106,2.7,989.1,3.9
2023-04-11,10:50,157.4,0,10.4,61,115,2.3,989.1,3.9
2023-04-11,11:00,160.5,0,10.4,60,120,2,989.2,3
2023-04-11,11:10,104.4,0,10.1,64,159,1.8,989.2,6.3
2023-04-11,11:20,98.3,0,9.5,68,224,,989.4,6.6
2023-04-11,11:30,114.1,0,9.5,69,214,3.1,989.4,5.7
2023-04-11,11:40,116.9,0,9.3,70,196,2.9,989.8,6.9
2023-04-11,11:50,88.3,0,8.7,71,175,3.9,990.1,7.8
2023-04-11,12:00,79.5,0,8.1,73,167,5.2,990.4,8.4
2023-04-11,12:10,72.8,0,7.3,76,164,5.2,990.8,9
2023-04-11,12:20,56.9,0,7,79,168,4,991.1,7.5
2023-04-11,12:30,95.5,0,6.8,82,152,3.4,991.1,6.9
2023-04-11,12:40,97,0,6.7,83,153,5.7,991.3,8.4
2023-04-11,12:50,65.6,0,6.6,84,150,4.3,991.4,8.7
2023-04-11,13:00,84.8,0,6.7,85,143,4,991.6,7.2
2023-04-11,13:10,105.8,0,6.7,86,153,4.1,991.6,7.2
2023-04-11,13:20,123,0,6.8,87,160,4.3,991.8,7.8
2023-04-11,13:30,98.3,0,6.9,87,154,4.7,991.9,8.1
2023-04-11,13:40,116,0,6.9,87,158,4.1,991.9,6.9
2023-04-11,13:50,138.3,0,7,87,145,3.4,992.1,6
2023-04-11,14:00,125,0,7,87,145,2.6,992.1,4.5
2023-04-11,14:10,128,0,7.2,87,145,2.8,992.1,5.4
2023-04-11,14:20,108.4,0,7.3,84,140,4.3,992.1,6.9
2023-04-11,14:30,112.1,0,7.3,83,144,4.2,992.3,7.2
2023-04-11,14:40,97.8,0,7.2,83,146,4,992.3,7.2
2023-04-11,14:50,74.8,0,7.1,83,154,5.1,992.4,7.2
2023-04-11,15:00,92.4,0,7,83,154,5.4,992.6,8.1
2023-04-11,15:10,91.4,0,7,85,154,4.8,992.8,6.9
2023-04-11,15:20,38.9,0,7,85,140,2.9,992.8,4.5
2023-04-11,15:30,32.4,0,7.1,86,155,2.5,993,3.9
2023-04-11,15:40,25.9,0,7,86,162,2.8,993,5.1
2023-04-11,15:50,36.1,0,7,86,163,3.2,993.1,5.1
2023-04-11,16:00,74.6,0,7.1,87,163,4.6,993.1,10.2
2023-04-11,16:10,70.6,0,7,86,166,5.9,993.3,8.7
2023-04-11,16:20,99.6,0,7,87,164,5.3,993.5,7.5
2023-04-11,16:30,48.9,0,7.2,87,161,4.1,993.5,6.6
2023-04-11,16:40,68.4,0,7,87,156,3.9,993.5,8.1
2023-04-11,16:50,37.5,0,7,87,163,5,993.6,7.8
2023-04-11,17:00,21,0,7,87,165,3.6,993.8,6.6
2023-04-11,17:10,14.6,0,6.8,87,165,3.4,994,5.4
2023-04-11,17:20,34.2,0,6.6,88,173,3.1,994.1,5.1
2023-04-11,17:30,43.6,0,6.8,89,163,4.1,994.1,6
2023-04-11,17:40,26.9,0,6.9,89,167,2.8,994.1,4.5
2023-04-11,17:50,15.8,0,7,89,163,1.9,994.3,3.3
2023-04-11,18:00,,0,7,89,161,1.6,994.3,3.3
2023-04-11,18:10,17.3,0,7,89,179,1.9,994.3,5.1
2023-04-11,18:20,20.9,0,7.1,88,154,3.3,994.5,5.1
2023-04-11,18:30,13.1,0,7.1,88,163,2.9,994.5,5.1
2023-04-11,18:40,8.7,0,7.1,88,161,3.6,994.5,5.1
2023-04-11,18:50,5.2,0,7.2,88,164,4.3,994.5,6.6
2023-04-11,19:00,3.1,0,7.2,88,163,4,994.6,6.3
2023-04-11,19:10,0.9,0,7.1,88,161,2.4,994.6,4.5
2023-04-11,19:20,0.2,0,7.1,88,155,2.7,994.8,3.9
2023-04-11,19:30,-0.1,0,7.1,88,150,2.4,994.8,3.6
2023-04-11,19:40,0.1,0,7,88,152,1.9,994.8,3
2023-04-11,19:50,-0.5,0,7,89,155,2.3,995,4.5
2023-04-11,20:00,-0.1,0,7,89,154,2.7,995,4.2
2023-04-11,20:10,0.1,0,7,89,160,2.4,995,3.6
2023-04-11,20:20,-0.1,0,7,89,151,1.7,995,3.9
2023-04-11,20:30,-0.7,0,7,89,148,1.4,994.8,2.4
2023-04-11,20:40,-0.2,0,6.9,89,162,1.9,995,2.7
2023-04-11,20:50,,0,6.9,89,157,2.1,995,3.3
2023-04-11,21:00,0.1,0,6.9,89,142,1.6,995,2.7
2023-04-11,21:10,0.2,0,6.9,89,129,1.9,995,2.7
2023-04-11,21:20,0.1,0,6.8,88,153,1.9,995,2.7
2023-04-11,21:30,-0.1,0,6.9,87,143,2.8,995,4.5
2023-04-11,21:40,-0.3,0,6.7,85,160,2.7,995,3.9
2023-04-11,21:50,-0.8,0,6.5,85,151,2.8,995,4.5
2023-04-11,22:00,0,0,6.6,85,153,2.2,995,3
2023-04-11,22:10,0.1,0,6.7,84,151,2.5,995,3.9
2023-04-11,22:20,0.2,0,6.6,83,154,2.5,995.1,5.1
2023-04-11,22:30,0,0,6.3,82,164,4.7,995.1,6.6
2023-04-11,22:40,-0.1,0,6,83,156,3.4,995.1,4.8
2023-04-11,22:50,0.1,0,6.1,83,163,3.2,995.1,4.5
2023-04-11,23:00,0,0,6,83,159,3.3,995.1,5.1
2023-04-11,23:10,-0,0,5.9,84,147,3.2,995.1,4.5
2023-04-11,23:20,-0.1,0,5.7,85,138,2.6,995.1,3.9
2023-04-11,23:30,-0,0,5.6,87,135,2.2,995,3.3
2023-04-11,23:40,0.1,0,5.7,88,144,2.5,995,3.6
2023-04-11,23:50,0.1,0,,87,145,3.4,995,5.7
2023-04-12,00:00,0.1,0,6,85,140,3.1,994.8,5.4
2023-04-12,00:10,0.2,0,6,83,139,3,994.8,6
2023-04-12,00:20,0.3,0,5.9,84,176,2.6,994.8,4.5
2023-04-12,00:30,0.5,0,6.1,83,163,4.1,994.6,5.7
2023-04-12,00:40,0.3,0,5.9,83,163,4.6,994.8,6.3
2023-04-12,00:50,0.2,0,5.9,85,,4.8,994.8,6.3
2023-04-12,01:00,-0,0,5.7,86,160,4,994.8,6.6
2023-04-12,01:10,-0.1,0,5.6,87,146,2.2,994.6,3.6
2023-04-12,01:20,-0.1,0,5.8,88,167,2.4,994.6,3.3
2023-04-12,01:30,-0.1,0,5.9,87,158,3.2,994.5,4.5
2023-04-12,01:40,-0.4,0,6,86,150,3.2,994.5,4.8
2023-04-12,01:50,-0.4,0,6,85,155,3.4,994.5,4.8
2023-04-12,02:00,0,0,6.1,85,151,2.9,994.3,4.2
2023-04-12,02:10,0.1,0,6.1,84,152,3.1,994.1,4.2
2023-04-12,02:20,0.2,0,6.2,84,154,3.1,994.1,4.5
2023-04-12,02:30,0.3,0,6.3,83,151,3.4,994,4.8
2023-04-12,02:40,0.3,0,6.4,82,154,2.9,994,3.9
2023-04-12,02:50,-0.3,0,6.3,82,151,3.1,993.8,4.2
2023-04-12,03:00,-0.8,0,6.2,82,149,2.8,993.8,4.2
2023-04-12,03:10,-1.1,0,6.1,82,150,2.8,993.6,4.2
2023-04-12,03:20,-0.8,0,5.9,83,136,2,993.6,3.3
2023-04-12,03:30,-0.9,0,5.9,83,130,2.1,993.6,3.3
2023-04-12,03:40,-0.3,0,5.9,83,126,2,993.5,2.7
2023-04-12,03:50,-0.5,0,5.9,83,120,2,993.5,3
2023-04-12,04:00,-0.4,0,5.9,83,132,2.2,993.3,3
2023-04-12,04:10,-0.6,0,5.9,83,131,2.2,993.3,3
2023-04-12,04:20,0.4,0,5.7,84,159,1.8,993.3,2.7
2023-04-12,04:30,2.2,0,6,84,169,1.8,993.1,2.4
2023-04-12,04:40,4.3,0,6.1,82,160,1.7,993,2.7
2023-04-12,04:50,7.8,0,6.2,79,153,1.9,993,2.7
2023-04-12,05:00,11.5,0,6.1,79,151,1.9,992.8,3
2023-04-12,05:10,14.7,0,5.9,80,176,2,992.6,3
2023-04-12,05:20,17.9,0,6.3,77,176,1.7,992.6,3
2023-04-12,05:30,20.6,0,5.9,77,156,1,992.4,2.1
2023-04-12,05:40,24.1,0,5.6,79,197,0.8,992.4,1.8
2023-04-12,05:50,72,0,6,77,261,1.3,992.3,1.8
2023-04-12,06:00,142.6,0,6.1,79,326,1.3,992.3,2.4
2023-04-12,06:10,162,0,6.1,80,339,1.3,992.1,2.1
2023-04-12,06:20,185.8,0,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99
2023-04-12,06:30,213.3,8.3,7.6,76,173,1.1,991.9,3.9
2023-04-12,06:40,236.1,10,8.3,64,115,2.8,991.8,4.8
2023-04-12,06:50,267.8,10,8.5,57,117,3.4,991.6,5.7
2023-04-12,07:00,319.3,10,9,53,122,3.2,991.6,6
2023-04-12,07:10,279.2,10,9,52,120,3.3,991.6,7.5
2023-04-12,07:20,249.4,10,9.2,50,122,3.8,991.4,6
2023-04-12,07:30,171.9,0.3,9.3,49,120,3.6,991.4,6.3
2023-04-12,07:40,170,0,9.4,48,121,3.4,991.4,5.1
2023-04-12,07:50,190.7,1.7,9.5,46,110,4.6,991.4,7.5
2023-04-12,08:00,218.9,0.7,9.6,46,116,3.9,991.4,6.3
2023-04-12,08:10,216.8,0,9.7,45,121,4.9,991.3,9.3
2023-04-12,08:20,235.1,0,10,42,117,5.8,991.3,11.3
2023-04-12,08:30,220.4,0,10,43,119,4,991.3,6.3
2023-04-12,08:40,218.7,0,10.1,42,120,4.3,991.4,6.9
2023-04-12,08:50,219.5,0,10.1,42,132,4.1,991.3,6.3
2023-04-12,09:00,221.8,0,10.2,43,128,4.1,991.4,6.9
2023-04-12,09:10,237.8,0,10.3,41,106,4,991.4,7.8
2023-04-12,09:20,251.9,0,10.4,42,125,2.3,991.4,4.8
2023-04-12,09:30,235.4,0,10.5,42,131,2.5,991.4,5.1
2023-04-12,09:40,244.4,0,10.6,41,148,4.6,991.4,6.9
2023-04-12,09:50,256.2,0,10.6,40,126,4.6,991.3,9.3
2023-04-12,10:00,278,0,10.7,39,147,4.2,991.3,7.2
2023-04-12,10:10,258.6,0,10.7,39,151,4,991.4,6.6
2023-04-12,10:20,280.2,0,10.9,39,146,3.3,991.3,5.1
2023-04-12,10:30,311.8,0,10.9,39,138,3.1,991.3,6
2023-04-12,10:40,398.9,2.3,11.1,37,122,1.9,991.3,4.8
2023-04-12,10:50,402.8,2.3,11.3,36,140,3.3,991.1,6.3
2023-04-12,11:00,468.7,10,11.3,34,153,4.9,991.3,8.1
2023-04-12,11:10,470.4,10,11.5,35,156,4.8,991.3,7.8
2023-04-12,11:20,309.7,1.3,11.3,35,165,6,991.3,9.3
2023-04-12,11:30,276.7,0,11.2,36,160,4.9,991.3,8.4
2023-04-12,11:40,267.4,0,11.3,36,162,5.3,991.4,8.7
2023-04-12,11:50,240,0,11.2,37,170,4.5,991.3,6.3
2023-04-12,12:00,252.4,0,11.2,39,154,4.3,991.4,6.6
2023-04-12,12:10,392.7,1.7,11.1,39,133,3.1,991.4,5.1
2023-04-12,12:20,510.7,9,11.7,34,143,3.7,991.4,9.3
2023-04-12,12:30,388.4,0,11.9,33,120,6,991.4,10.2
2023-04-12,12:40,341.5,0,11.9,33,128,5.1,991.3,9.3
2023-04-12,12:50,291.3,0.3,11.7,33,126,4.6,991.4,8.7
2023-04-12,13:00,248.8,0,11.6,33,131,4.8,991.4,7.8
2023-04-12,13:10,200.2,0,11.4,33,121,6.3,991.3,10.2
2023-04-12,13:20,200.8,0,11.4,34,121,5.9,991.3,9.9
2023-04-12,13:30,202.3,0,11.4,33,120,5,991.4,8.4
2023-04-12,13:40,166.2,0,11.2,34,132,5.5,991.4,10.4
2023-04-12,13:50,109.6,0,11,34,114,5.4,991.6,9
2023-04-12,14:00,83.4,0,10.9,35,119,4.6,991.6,7.8
2023-04-12,14:10,79.7,0,10.9,36,126,5.2,991.8,8.1
2023-04-12,14:20,74,0,10.7,36,120,6,991.6,9.9
2023-04-12,14:30,82.9,0,10.7,37,,4.7,991.6,9.3
2023-04-12,14:40,85.4,0,10.6,36,122,6.6,991.6,10.7
2023-04-12,14:50,74.7,0,10.6,37,130,5.6,991.8,9
2023-04-12,15:00,65.7,0,10.6,37,125,5.5,991.6,9.9
2023-04-12,15:10,59.5,0,10.6,37,127,6.9,991.8,14.3
2023-04-12,15:20,57.8,0,10.5,37,134,4.6,991.9,8.7
2023-04-12,15:30,49.8,0,10.5,37,131,4.3,991.8,11.3
2023-04-12,15:40,46.6,0,10.4,37,125,5.8,991.9,11.9
2023-04-12,15:50,43.3,0,10.5,37,133,5.2,992.1,8.7
2023-04-12,16:00,38.2,0,10.3,38,106,4.1,991.9,6.3
2023-04-12,16:10,34.6,0,10.2,38,114,4,991.9,7.8
2023-04-12,16:20,34,0,10.1,38,84,4.3,991.9,8.1
2023-04-12,16:30,31.1,0,9.9,39,92,3.4,992.1,6
2023-04-12,16:40,28.3,0,9.8,40,101,4.1,992.3,7.5
2023-04-12,16:50,26,0,9.9,40,96,4,992.3,7.5
2023-04-12,17:00,24.6,0,9.9,39,106,4.8,992.3,9
2023-04-12,17:10,23.1,0,9.8,40,108,4.2,992.4,6.9
2023-04-12,17:20,21.5,0,9.8,40,113,4.2,992.4,8.1
2023-04-12,17:30,17.9,0,9.9,39,99,4.2,992.4,7.8
2023-04-12,17:40,14.6,0,9.8,40,98,4.4,992.6,7.8
2023-04-12,17:50,12.4,0,9.7,41,104,3.8,992.8,6.9
2023-04-12,18:00,10,0,9.8,40,95,3.8,992.8,6.3
2023-04-12,18:10,7.7,0,9.6,40,92,3.1,993,5.7
2023-04-12,18:20,5.2,0,9.6,40,97,3.6,993.1,6
2023-04-12,18:30,3.4,0,9.7,40,106,3.5,993.1,5.1
2023-04-12,18:40,2.3,0,9.6,40,97,3.5,993.1,5.7
2023-04-12,18:50,1.3,0,9.8,39,94,3.1,993.3,5.1
2023-04-12,19:00,0.5,0,9.6,40,101,2.5,993.3,4.2
2023-04-12,19:10,0.5,0,9.8,39,89,2.3,993.3,5.1
2023-04-12,19:20,0.3,0,9.8,41,104,2.5,993.3,4.5
2023-04-12,19:30,0.8,0,10.2,39,107,3.7,993.3,7.8
2023-04-12,19:40,0.5,0,10.1,39,129,3.4,993.5,6.9
2023-04-12,19:50,0.8,0,10.2,38,129,4.3,993.5,7.2
2023-04-12,20:00,0.7,0,10.3,38,136,4.5,993.5,7.2
2023-04-12,20:10,0.4,0,10.2,39,123,3.4,993.5,6
2023-04-12,20:20,0.6,0,10.3,38,130,4,993.6,6.6
2023-04-12,20:30,0.7,0,10.4,38,133,3.9,993.6,6.3
2023-04-12,20:40,0.5,0,10.4,39,126,4,993.6,7.2
2023-04-12,20:50,0.2,0,10.2,40,107,2.6,993.6,3.9
2023-04-12,21:00,0.3,0,10.3,40,119,2.6,993.8,4.5
